GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0022607	cellular component assembly	0.0253867076926564	0.0253867076926564	+1	FBgn0000100,FBgn0000181,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000346,FBgn0001122,FBgn0001125,FBgn0003514,FBgn0003520,FBgn0004574,FBgn0004636,FBgn0004828,FBgn0010105,FBgn0011760,FBgn0011828,FBgn0013726,FBgn0013765,FBgn0013981,FBgn0014141,FBgn0015754,FBgn0015777,FBgn0020255,FBgn0026430,FBgn0028397,FBgn0028473,FBgn0029687,FBgn0030718,FBgn0030955,FBgn0031820,FBgn0033224,FBgn0034135,FBgn0034691,FBgn0034968,FBgn0036258,FBgn0036534,FBgn0037301,FBgn0037671,FBgn0037758,FBgn0038659,FBgn0038839,FBgn0038916,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040752,FBgn0064225,FBgn0086677,FBgn0259108,FBgn0262515,FBgn0263352,FBgn0266599,FBgn0266720,FBgn0267002
GO:0035146	tube fusion	0.0253867076926564	0.0253867076926564	+1	FBgn0010452,FBgn0038916,FBgn0039411,FBgn0053556
GO:0046883	regulation of hormone secretion	0.0253867076926564	0.0253867076926564	+1	FBgn0028425,FBgn0038984,FBgn0041707,FBgn0267002
GO:0050769	positive regulation of neurogenesis	0.0253867076926564	0.0253867076926564	+1	FBgn0000308,FBgn0004574,FBgn0004636,FBgn0010348,FBgn0011760,FBgn0013469,FBgn0015754,FBgn0025741,FBgn0039141,FBgn0040752
GO:0035147	branch fusion, open tracheal system	0.0253867076926564	0.0253867076926564	+1	FBgn0010452,FBgn0038916,FBgn0039411,FBgn0053556
GO:1903532	positive regulation of secretion by cell	0.0255475221917828	0.0255475221917828	+1	FBgn0028425,FBgn0038984,FBgn0259173,FBgn0259824,FBgn0267002
GO:0007612	learning	0.025934222883527	0.025934222883527	+1	FBgn0000273,FBgn0003301,FBgn0004907,FBgn0011582,FBgn0040505,FBgn0043005,FBgn0259108
GO:0140029	exocytic process	0.026240743168657	0.026240743168657	+1	FBgn0000346,FBgn0004574,FBgn0005586,FBgn0013342,FBgn0029687,FBgn0266720
GO:0006820	anion transport	0.0265210596231146	0.0265210596231146	+1	FBgn0003218,FBgn0026409,FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031064,FBgn0031307,FBgn0031424,FBgn0032689,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641,FBgn0039915,FBgn0259834,FBgn0260795
GO:0009611	response to wounding	0.0265536151561414	0.0265536151561414	+1	FBgn0000108,FBgn0000273,FBgn0000308,FBgn0003514,FBgn0004179,FBgn0029167,FBgn0032773,FBgn0035049,FBgn0039141,FBgn0087005
GO:0098727	maintenance of cell number	0.0265536151561414	0.0265536151561414	+1	FBgn0000308,FBgn0001197,FBgn0001942,FBgn0004636,FBgn0011591,FBgn0013469,FBgn0015754,FBgn0038984,FBgn0263930
GO:0019827	stem cell population maintenance	0.0265536151561414	0.0265536151561414	+1	FBgn0000308,FBgn0001197,FBgn0001942,FBgn0004636,FBgn0011591,FBgn0013469,FBgn0015754,FBgn0038984,FBgn0263930
GO:0051130	positive regulation of cellular component organization	0.0267376219877634	0.0267376219877634	+1	FBgn0000308,FBgn0003520,FBgn0004574,FBgn0004784,FBgn0010105,FBgn0010348,FBgn0014141,FBgn0015754,FBgn0023518,FBgn0025741,FBgn0028397,FBgn0028400,FBgn0034691,FBgn0037949,FBgn0039141,FBgn0039928,FBgn0040752,FBgn0265623,FBgn0266599
GO:0001692	histamine metabolic process	0.0273266329341411	0.0273266329341411	+1	FBgn0000527,FBgn0086367
GO:0097753	membrane bending	0.0273266329341411	0.0273266329341411	+1	FBgn0038659,FBgn0266599
GO:1903801	L-leucine import across plasma membrane	0.0273266329341411	0.0273266329341411	+1	FBgn0028425,FBgn0037533
GO:0015803	branched-chain amino acid transport	0.0273266329341411	0.0273266329341411	+1	FBgn0028425,FBgn0037533
GO:0098713	leucine import across plasma membrane	0.0273266329341411	0.0273266329341411	+1	FBgn0028425,FBgn0037533
GO:0045471	response to ethanol	0.0273266329341411	0.0273266329341411	+1	FBgn0000253,FBgn0000273,FBgn0003301,FBgn0004784,FBgn0014141,FBgn0022382,FBgn0031453
GO:0015820	leucine transport	0.0273266329341411	0.0273266329341411	+1	FBgn0028425,FBgn0037533
GO:0098815	modulation of excitatory postsynaptic potential	0.0273266329341411	0.0273266329341411	+1	FBgn0026439,FBgn0040752
GO:0006793	phosphorus metabolic process	0.0277820232289778	0.0277820232289778	+1	FBgn0000064,FBgn0000150,FBgn0000253,FBgn0000273,FBgn0000370,FBgn0000579,FBgn0001092,FBgn0002938,FBgn0003074,FBgn0003162,FBgn0003218,FBgn0003301,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0010350,FBgn0011826,FBgn0013674,FBgn0013678,FBgn0013684,FBgn0014869,FBgn0015399,FBgn0016641,FBgn0016930,FBgn0020767,FBgn0022382,FBgn0024326,FBgn0024734,FBgn0025741,FBgn0025885,FBgn0027491,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030718,FBgn0030997,FBgn0031294,FBgn0032482,FBgn0032840,FBgn0034691,FBgn0036939,FBgn0038504,FBgn0038890,FBgn0040281,FBgn0040505,FBgn0053116,FBgn0086677,FBgn0259985,FBgn0263241,FBgn0265262
GO:1904062	regulation of cation transmembrane transport	0.0277820232289778	0.0277820232289778	+1	FBgn0000253,FBgn0032021,FBgn0033872,FBgn0040752,FBgn0264753
GO:0035070	salivary gland histolysis	0.0277820232289778	0.0277820232289778	+1	FBgn0000253,FBgn0003997,FBgn0011760,FBgn0019972,FBgn0035871
GO:0051047	positive regulation of secretion	0.0277820232289778	0.0277820232289778	+1	FBgn0028425,FBgn0038984,FBgn0259173,FBgn0259824,FBgn0267002
GO:0050773	regulation of dendrite development	0.0277820232289778	0.0277820232289778	+1	FBgn0004574,FBgn0010105,FBgn0015754,FBgn0039141,FBgn0040752,FBgn0267002
GO:0051240	positive regulation of multicellular organismal process	0.0277820232289778	0.0277820232289778	+1	FBgn0000092,FBgn0000308,FBgn0003514,FBgn0003520,FBgn0004574,FBgn0004636,FBgn0010348,FBgn0011760,FBgn0013469,FBgn0013726,FBgn0015754,FBgn0019972,FBgn0025741,FBgn0032840,FBgn0039141,FBgn0039928,FBgn0040752,FBgn0043362
GO:0043269	regulation of ion transport	0.0278728391035665	0.0278728391035665	+1	FBgn0000253,FBgn0028400,FBgn0032021,FBgn0033872,FBgn0039081,FBgn0040752,FBgn0261089,FBgn0264753
GO:0045995	regulation of embryonic development	0.0278728391035665	0.0278728391035665	+1	FBgn0000181,FBgn0000273,FBgn0001105,FBgn0003520,FBgn0004574,FBgn0004636,FBgn0004921,FBgn0011826
GO:0048589	developmental growth	0.0279832513876585	0.0279832513876585	+1	FBgn0000061,FBgn0000273,FBgn0000308,FBgn0001122,FBgn0003301,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0013726,FBgn0032840,FBgn0034135,FBgn0035049,FBgn0039141,FBgn0040208,FBgn0040752,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0261986,FBgn0263930,FBgn0267002
GO:0090328	regulation of olfactory learning	0.028306079467313	0.028306079467313	+1	FBgn0003301,FBgn0011582,FBgn0040505
GO:0046879	hormone secretion	0.028306079467313	0.028306079467313	+1	FBgn0028425,FBgn0038984,FBgn0041707,FBgn0267002
GO:0048489	synaptic vesicle transport	0.028306079467313	0.028306079467313	+1	FBgn0004574,FBgn0033876,FBgn0040281,FBgn0267002
GO:0002793	positive regulation of peptide secretion	0.028306079467313	0.028306079467313	+1	FBgn0028425,FBgn0038984,FBgn0259824,FBgn0267002
GO:0031038	myosin II filament organization	0.028306079467313	0.028306079467313	+1	FBgn0001105,FBgn0003514,FBgn0004921
GO:0045185	maintenance of protein location	0.0307359251545577	0.0307359251545577	+1	FBgn0000042,FBgn0000308,FBgn0004907,FBgn0263930,FBgn0267330
GO:0008345	larval locomotory behavior	0.0307359251545577	0.0307359251545577	+1	FBgn0023179,FBgn0026439,FBgn0035385,FBgn0259231,FBgn0267002
GO:0071805	potassium ion transmembrane transport	0.0310999766804139	0.0310999766804139	+1	FBgn0015777,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0037690,FBgn0039081
GO:0051960	regulation of nervous system development	0.0311408571045827	0.0311408571045827	+1	FBgn0000308,FBgn0001122,FBgn0003520,FBgn0004574,FBgn0004636,FBgn0010105,FBgn0010348,FBgn0011760,FBgn0013469,FBgn0015754,FBgn0025741,FBgn0034135,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0259108,FBgn0265297,FBgn0267002
GO:0015711	organic anion transport	0.0316223989636693	0.0316223989636693	+1	FBgn0003218,FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031064,FBgn0031424,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641,FBgn0039915,FBgn0259834
GO:0045664	regulation of neuron differentiation	0.0327354719207951	0.0327354719207951	+1	FBgn0000308,FBgn0004574,FBgn0004636,FBgn0010105,FBgn0010348,FBgn0011760,FBgn0015754,FBgn0025741,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0265297,FBgn0267002
GO:0051640	organelle localization	0.0327867789986767	0.0327867789986767	+1	FBgn0000346,FBgn0003514,FBgn0004574,FBgn0005586,FBgn0011760,FBgn0013342,FBgn0015754,FBgn0020255,FBgn0029687,FBgn0033876,FBgn0037949,FBgn0039141,FBgn0040281,FBgn0043362,FBgn0267002
GO:0007317	regulation of pole plasm oskar mRNA localization	0.0328207981685678	0.0328207981685678	+1	FBgn0000181,FBgn0000273,FBgn0003520,FBgn0004574
GO:0009914	hormone transport	0.0328207981685678	0.0328207981685678	+1	FBgn0028425,FBgn0038984,FBgn0041707,FBgn0267002
GO:0060281	regulation of oocyte development	0.0328207981685678	0.0328207981685678	+1	FBgn0000181,FBgn0000273,FBgn0003520,FBgn0004574
GO:0071711	basement membrane organization	0.0328207981685678	0.0328207981685678	+1	FBgn0000299,FBgn0011828,FBgn0030670,FBgn0035049
GO:0048729	tissue morphogenesis	0.0332910610087907	0.0332910610087907	+1	FBgn0000061,FBgn0000150,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0001105,FBgn0001122,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004636,FBgn0004921,FBgn0010350,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0014141,FBgn0027111,FBgn0028662,FBgn0035049,FBgn0037671,FBgn0038916,FBgn0039411,FBgn0053196,FBgn0053556,FBgn0086677,FBgn0261648,FBgn0263930
GO:0007389	pattern specification process	0.0357544428332003	0.0357544428332003	+1	FBgn0000181,FBgn0000273,FBgn0000308,FBgn0000611,FBgn0003162,FBgn0003326,FBgn0003514,FBgn0003520,FBgn0004574,FBgn0004636,FBgn0004907,FBgn0011481,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0026409,FBgn0037468,FBgn0039054,FBgn0039380,FBgn0039411,FBgn0040532,FBgn0085424,FBgn0261648,FBgn0263930,FBgn0265297
GO:0046034	ATP metabolic process	0.0357544428332003	0.0357544428332003	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0005671,FBgn0013674,FBgn0013678,FBgn0013684,FBgn0014869,FBgn0030718,FBgn0265262
GO:0035967	cellular response to topologically incorrect protein	0.0357544428332003	0.0357544428332003	+1	FBgn0000370,FBgn0001218,FBgn0013278,FBgn0015245,FBgn0035871,FBgn0266599
GO:0048082	regulation of adult chitin-containing cuticle pigmentation	0.0360549994055702	0.0360549994055702	+1	FBgn0000527,FBgn0014859,FBgn0024326
GO:0007035	vacuolar acidification	0.0360549994055702	0.0360549994055702	+1	FBgn0005671,FBgn0262736,FBgn0265262
GO:0036466	synaptic vesicle recycling via endosome	0.0360549994055702	0.0360549994055702	+1	FBgn0034691,FBgn0038659,FBgn0261722
GO:0071692	protein localization to extracellular region	0.0379773195641868	0.0379773195641868	+1	FBgn0005586,FBgn0028425,FBgn0038984,FBgn0039054,FBgn0052506,FBgn0259824,FBgn0263930,FBgn0267002
GO:0060627	regulation of vesicle-mediated transport	0.0379773195641868	0.0379773195641868	+1	FBgn0004636,FBgn0004784,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0028400,FBgn0033876,FBgn0038890,FBgn0259173,FBgn0261089
GO:1902875	regulation of embryonic pattern specification	0.0379773195641868	0.0379773195641868	+1	FBgn0000181,FBgn0000273,FBgn0003520,FBgn0004574
GO:0000910	cytokinesis	0.0379773195641868	0.0379773195641868	+1	FBgn0000042,FBgn0000043,FBgn0000308,FBgn0003514,FBgn0004574,FBgn0010348,FBgn0013726,FBgn0086784,FBgn0265297,FBgn0266124
GO:0051247	positive regulation of protein metabolic process	0.0384740251771246	0.0384740251771246	+1	FBgn0000273,FBgn0000370,FBgn0001942,FBgn0003520,FBgn0003997,FBgn0004636,FBgn0013725,FBgn0019972,FBgn0023518,FBgn0024326,FBgn0027491,FBgn0032840,FBgn0035016,FBgn0040281,FBgn0040505,FBgn0041707,FBgn0086677,FBgn0265297,FBgn0265623
GO:0016358	dendrite development	0.0386456281579005	0.0386456281579005	+1	FBgn0003997,FBgn0004574,FBgn0010105,FBgn0015754,FBgn0027339,FBgn0039141,FBgn0040208,FBgn0040752,FBgn0085424,FBgn0259108,FBgn0263930,FBgn0267002
GO:0007591	molting cycle, chitin-based cuticle	0.0402210676545133	0.0402210676545133	+1	FBgn0000370,FBgn0000527,FBgn0003162,FBgn0003301,FBgn0014859,FBgn0024326,FBgn0035049,FBgn0053196
GO:0007416	synapse assembly	0.040383862997338	0.040383862997338	+1	FBgn0001122,FBgn0001125,FBgn0003520,FBgn0010105,FBgn0034135,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040752,FBgn0086677,FBgn0259108,FBgn0267002
GO:0006813	potassium ion transport	0.0409861687481284	0.0409861687481284	+1	FBgn0015777,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0037690,FBgn0039081
GO:0032989	cellular component morphogenesis	0.0417120623790256	0.0417120623790256	+1	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0035966	response to topologically incorrect protein	0.0418413811703691	0.0418413811703691	+1	FBgn0000370,FBgn0001218,FBgn0013278,FBgn0015245,FBgn0035871,FBgn0266599
GO:0042303	molting cycle	0.0426180120229399	0.0426180120229399	+1	FBgn0000370,FBgn0000527,FBgn0003162,FBgn0003301,FBgn0014859,FBgn0024326,FBgn0035049,FBgn0053196
GO:0007614	short-term memory	0.0434175554280053	0.0434175554280053	+1	FBgn0000108,FBgn0003301,FBgn0004101,FBgn0037671
GO:1904580	regulation of intracellular mRNA localization	0.0434175554280053	0.0434175554280053	+1	FBgn0000181,FBgn0000273,FBgn0003520,FBgn0004574
GO:0097479	synaptic vesicle localization	0.0434175554280053	0.0434175554280053	+1	FBgn0004574,FBgn0033876,FBgn0040281,FBgn0267002
GO:0043090	amino acid import	0.0440528996267319	0.0440528996267319	+1	FBgn0028425,FBgn0034911,FBgn0037533
GO:0015837	amine transport	0.0440528996267319	0.0440528996267319	+1	FBgn0028400,FBgn0043005,FBgn0261089
GO:0055075	potassium ion homeostasis	0.0440528996267319	0.0440528996267319	+1	FBgn0015777,FBgn0032689,FBgn0032946
GO:0007564	regulation of chitin-based cuticle tanning	0.0440528996267319	0.0440528996267319	+1	FBgn0000527,FBgn0014859,FBgn0024326
GO:0040008	regulation of growth	0.0440528996267319	0.0440528996267319	+1	FBgn0000308,FBgn0001122,FBgn0003334,FBgn0003520,FBgn0003997,FBgn0013726,FBgn0032840,FBgn0034135,FBgn0036165,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0043362,FBgn0259108,FBgn0261722,FBgn0261986,FBgn0263930,FBgn0267002
GO:0048168	regulation of neuronal synaptic plasticity	0.0440528996267319	0.0440528996267319	+1	FBgn0000346,FBgn0005586,FBgn0033926
GO:0007615	anesthesia-resistant memory	0.0440528996267319	0.0440528996267319	+1	FBgn0000273,FBgn0003301,FBgn0264753
GO:0008089	anterograde axonal transport	0.0440528996267319	0.0440528996267319	+1	FBgn0004381,FBgn0040281,FBgn0267002
GO:0010720	positive regulation of cell development	0.0444064691233552	0.0444064691233552	+1	FBgn0000308,FBgn0003514,FBgn0004574,FBgn0004636,FBgn0010348,FBgn0011760,FBgn0013469,FBgn0015754,FBgn0019972,FBgn0025741,FBgn0039141,FBgn0040752
GO:0003365	establishment of cell polarity involved in ameboidal cell migration	0.0444064691233552	0.0444064691233552	+1	FBgn0001105,FBgn0004921
GO:0003371	establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration	0.0444064691233552	0.0444064691233552	+1	FBgn0001105,FBgn0004921
GO:0003380	establishment or maintenance of cytoskeleton polarity involved in gastrulation	0.0444064691233552	0.0444064691233552	+1	FBgn0001105,FBgn0004921
GO:0097156	fasciculation of motor neuron axon	0.0444064691233552	0.0444064691233552	+1	FBgn0035049,FBgn0043362
GO:0003379	establishment of cell polarity involved in gastrulation cell migration	0.0444064691233552	0.0444064691233552	+1	FBgn0001105,FBgn0004921
GO:0016060	metarhodopsin inactivation	0.0444064691233552	0.0444064691233552	+1	FBgn0000120,FBgn0000253
GO:0052803	imidazole-containing compound metabolic process	0.0444064691233552	0.0444064691233552	+1	FBgn0000527,FBgn0086367
GO:0034605	cellular response to heat	0.0444064691233552	0.0444064691233552	+1	FBgn0001218,FBgn0013278,FBgn0015245,FBgn0039562,FBgn0266599
GO:0045739	positive regulation of DNA repair	0.0444064691233552	0.0444064691233552	+1	FBgn0002622,FBgn0037301
GO:0002165	instar larval or pupal development	0.0450103226678499	0.0450103226678499	+1	FBgn0000061,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000370,FBgn0001122,FBgn0003162,FBgn0003326,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004636,FBgn0005593,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0019972,FBgn0023179,FBgn0026084,FBgn0032336,FBgn0035049,FBgn0035871,FBgn0037671,FBgn0039411,FBgn0053196,FBgn0261648,FBgn0263930
GO:0007528	neuromuscular junction development	0.0455591248966714	0.0455591248966714	+1	FBgn0001122,FBgn0003301,FBgn0003520,FBgn0029687,FBgn0034135,FBgn0039141,FBgn0040208,FBgn0040752,FBgn0086677,FBgn0259108,FBgn0259231,FBgn0267002
GO:0030705	cytoskeleton-dependent intracellular transport	0.0459671540036698	0.0459671540036698	+1	FBgn0003514,FBgn0004381,FBgn0015754,FBgn0029687,FBgn0037671,FBgn0040281,FBgn0259108,FBgn0267002
GO:0030177	positive regulation of Wnt signaling pathway	0.0470784940467428	0.0470784940467428	+1	FBgn0011481,FBgn0016930,FBgn0029175,FBgn0037671,FBgn0039054,FBgn0263930
GO:0034765	regulation of ion transmembrane transport	0.0470784940467428	0.0470784940467428	+1	FBgn0000253,FBgn0032021,FBgn0033872,FBgn0039081,FBgn0040752,FBgn0264753
GO:0050772	positive regulation of axonogenesis	0.0475567245836593	0.0475567245836593	+1	FBgn0000308,FBgn0015754,FBgn0025741,FBgn0039141
GO:0042026	protein refolding	0.0475567245836593	0.0475567245836593	+1	FBgn0001218,FBgn0013278,FBgn0015245,FBgn0266599
GO:0009888	tissue development	0.0477499098808212	0.0477499098808212	+1	FBgn0000061,FBgn0000064,FBgn0000150,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0001105,FBgn0001122,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004574,FBgn0004636,FBgn0004921,FBgn0010350,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0011826,FBgn0013725,FBgn0013726,FBgn0014141,FBgn0015754,FBgn0026409,FBgn0027111,FBgn0028662,FBgn0035049,FBgn0037468,FBgn0037671,FBgn0038916,FBgn0039054,FBgn0039081,FBgn0039380,FBgn0039411,FBgn0039528,FBgn0040505,FBgn0040532,FBgn0053196,FBgn0053556,FBgn0086677,FBgn0261648,FBgn0263930,FBgn0266599
GO:0008045	motor neuron axon guidance	0.0477499098808212	0.0477499098808212	+1	FBgn0001114,FBgn0010452,FBgn0014141,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0263930
GO:0034329	cell junction assembly	0.0478184193953485	0.0478184193953485	+1	FBgn0001122,FBgn0001125,FBgn0003520,FBgn0004636,FBgn0010105,FBgn0015777,FBgn0034135,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040752,FBgn0086677,FBgn0259108,FBgn0267002
GO:0070372	regulation of ERK1 and ERK2 cascade	0.0480794191881354	0.0480794191881354	+1	FBgn0004636,FBgn0016641,FBgn0020767,FBgn0032840,FBgn0040505
GO:0006090	pyruvate metabolic process	0.0480794191881354	0.0480794191881354	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0051651	maintenance of location in cell	0.0480794191881354	0.0480794191881354	+1	FBgn0000042,FBgn0000308,FBgn0015222,FBgn0261714,FBgn0267330
GO:0050795	regulation of behavior	0.0480794191881354	0.0480794191881354	+1	FBgn0000092,FBgn0000273,FBgn0003301,FBgn0011582,FBgn0033872,FBgn0036927,FBgn0038839,FBgn0040505
